"yf-u4m6f0","yf-u4m6f0 2","yf-u4m6f0 3","yf-u4m6f0 4","yf-u4m6f0 5","yf-u4m6f0 6","yf-u4m6f0 7"
"Nov 20, 2023","6,977.67","7,011.06","6,962.75","6,994.89","6,994.89","150,491,900"
"Nov 17, 2023","6,958.15","6,977.67","6,919.63","6,977.67","6,977.67","122,926,700"
"Nov 16, 2023","6,958.34","6,964.17","6,906.59","6,958.01","6,958.01","122,880,300"
"Nov 15, 2023","6,862.33","6,985.59","6,862.33","6,958.21","6,958.21","181,839,600"
"Nov 14, 2023","6,838.04","6,886.81","6,829.95","6,862.06","6,862.06","152,609,900"
"Nov 13, 2023","6,809.26","6,857.10","6,809.26","6,838.31","6,838.31","187,630,200"
"Nov 10, 2023","6,838.23","6,843.96","6,801.92","6,809.26","6,809.26","133,618,500"
"Nov 9, 2023","6,804.11","6,865.08","6,793.76","6,838.23","6,838.23","120,495,400"
"Nov 8, 2023","6,843.65","6,843.92","6,760.10","6,804.11","6,804.11","151,412,300"
"Nov 7, 2023","6,878.84","6,887.02","6,806.88","6,843.79","6,843.79","193,087,900"
"Nov 6, 2023","6,788.85","6,878.84","6,787.23","6,878.84","6,878.84","228,787,500"
"Nov 3, 2023","6,751.39","6,826.62","6,748.70","6,788.85","6,788.85","231,714,900"
"Nov 2, 2023","6,642.69","6,785.00","6,642.69","6,751.39","6,751.39","221,191,100"
"Nov 1, 2023","6,751.94","6,773.98","6,639.82","6,642.42","6,642.42","206,571,400"
"Oct 31, 2023","6,735.89","6,754.52","6,666.41","6,752.21","6,752.21","195,489,700"
"Oct 30, 2023","6,758.66","6,775.21","6,692.78","6,735.89","6,735.89","157,763,400"
"Oct 27, 2023","6,714.52","6,781.39","6,713.94","6,758.79","6,758.79","163,096,100"
"Oct 26, 2023","6,833.98","6,838.81","6,704.52","6,714.52","6,714.52","168,306,200"
"Oct 25, 2023","6,806.90","6,878.56","6,806.90","6,834.39","6,834.39","153,802,700"
"Oct 24, 2023","6,741.83","6,826.05","6,738.53","6,806.76","6,806.76","141,478,700"
"Oct 23, 2023","6,849.17","6,853.45","6,730.88","6,741.96","6,741.96","168,543,100"
"Oct 20, 2023","6,846.43","6,869.47","6,803.19","6,849.17","6,849.17","194,064,800"
"Oct 19, 2023","6,927.63","6,927.98","6,840.37","6,846.43","6,846.43","205,941,400"
"Oct 18, 2023","6,939.62","6,968.25","6,908.29","6,927.91","6,927.91","187,464,900"
"Oct 17, 2023","6,896.29","6,948.04","6,892.23","6,939.62","6,939.62","176,866,700"
"Oct 16, 2023","6,926.92","6,970.60","6,878.26","6,896.29","6,896.29","341,572,100"
"Oct 13, 2023","6,934.88","6,973.75","6,902.06","6,926.78","6,926.78","216,335,000"
"Oct 12, 2023","6,931.89","6,986.88","6,931.89","6,935.15","6,935.15","218,808,900"
"Oct 11, 2023","6,922.19","6,965.83","6,914.72","6,931.75","6,931.75","178,123,100"
"Oct 10, 2023","6,891.46","6,954.01","6,891.46","6,922.19","6,922.19","123,670,000"
"Oct 9, 2023","6,888.52","6,929.97","6,880.54","6,891.46","6,891.46","139,709,000"
"Oct 6, 2023","6,875.10","6,913.01","6,875.10","6,888.52","6,888.52","142,303,700"
"Oct 5, 2023","6,886.99","6,934.80","6,874.83","6,874.83","6,874.83","167,955,300"
"Oct 4, 2023","6,940.89","6,943.27","6,839.86","6,886.58","6,886.58","196,090,300"
"Oct 3, 2023","6,961.46","6,992.63","6,940.89","6,940.89","6,940.89","167,668,900"
"Oct 2, 2023","6,939.89","6,984.58","6,939.61","6,961.46","6,961.46","157,872,500"
"Sep 29, 2023","6,937.83","6,978.59","6,937.83","6,939.89","6,939.89","165,659,400"
"Sep 27, 2023","6,923.80","6,970.85","6,913.35","6,937.83","6,937.83","154,929,800"
"Sep 26, 2023","6,998.10","7,019.55","6,913.82","6,923.80","6,923.80","222,491,300"
"Sep 25, 2023","7,016.98","7,029.77","6,994.44","6,998.38","6,998.38","182,991,900"
"Sep 22, 2023","6,991.47","7,040.13","6,985.96","7,016.84","7,016.84","155,659,000"
"Sep 21, 2023","7,011.68","7,021.29","6,974.01","6,991.47","6,991.47","138,027,800"
"Sep 20, 2023","6,980.32","7,046.48","6,980.32","7,011.68","7,011.68","146,616,600"
"Sep 19, 2023","6,936.37","6,994.04","6,934.71","6,980.32","6,980.32","135,442,200"
"Sep 18, 2023","6,982.79","6,999.40","6,928.77","6,936.08","6,936.08","153,763,100"
"Sep 15, 2023","6,959.19","7,011.88","6,945.07","6,982.79","6,982.79","346,903,000"
"Sep 14, 2023","6,935.33","6,968.98","6,927.68","6,959.33","6,959.33","171,813,100"
"Sep 13, 2023","6,934.11","6,944.82","6,903.23","6,935.48","6,935.48","163,898,700"
"Sep 12, 2023","6,963.39","6,976.48","6,928.23","6,933.97","6,933.97","174,683,500"
"Sep 11, 2023","6,924.78","6,963.39","6,904.36","6,963.39","6,963.39","174,103,700"
"Sep 8, 2023","6,954.81","6,966.77","6,900.59","6,924.78","6,924.78","140,402,900"
"Sep 7, 2023","6,996.10","7,003.67","6,927.42","6,954.81","6,954.81","191,159,400"
"Sep 6, 2023","6,991.71","7,020.97","6,989.79","6,995.95","6,995.95","165,422,100"
"Sep 5, 2023","6,996.75","7,014.48","6,972.63","6,991.71","6,991.71","183,173,900"
"Sep 4, 2023","6,977.80","7,007.80","6,974.82","6,996.75","6,996.75","154,577,900"
"Sep 1, 2023","6,953.26","6,992.63","6,950.26","6,977.65","6,977.65","145,790,000"
"Aug 31, 2023","6,966.66","6,982.35","6,924.23","6,953.26","6,953.26","233,127,700"
"Aug 30, 2023","6,958.26","7,008.49","6,958.26","6,966.66","6,966.66","159,326,300"
"Aug 29, 2023","6,921.73","6,964.73","6,921.73","6,957.83","6,957.83","244,345,800"
"Aug 28, 2023","6,895.87","6,940.12","6,895.87","6,921.73","6,921.73","185,488,900"
"Aug 25, 2023","6,899.39","6,906.08","6,869.63","6,895.44","6,895.44","129,994,800"
"Aug 24, 2023","6,921.41","6,937.65","6,898.39","6,899.39","6,899.39","142,846,200"
"Aug 23, 2023","6,916.45","6,959.43","6,916.45","6,921.41","6,921.41","170,674,700"
"Aug 22, 2023","6,866.03","6,927.45","6,860.69","6,916.45","6,916.45","158,573,900"
"Aug 21, 2023","6,860.05","6,890.28","6,859.42","6,866.03","6,866.03","207,708,300"
"Aug 18, 2023","6,899.83","6,899.83","6,856.38","6,859.91","6,859.91","130,737,900"
"Aug 16, 2023","6,915.10","6,915.10","6,855.89","6,900.54","6,900.54","152,291,200"
"Aug 15, 2023","6,910.46","6,928.63","6,898.38","6,915.10","6,915.10","172,760,000"
"Aug 14, 2023","6,879.98","6,910.17","6,823.75","6,910.17","6,910.17","138,804,900"
"Aug 11, 2023","6,893.28","6,906.65","6,865.11","6,879.98","6,879.98","130,736,700"
"Aug 10, 2023","6,875.11","6,910.75","6,875.11","6,893.28","6,893.28","162,734,000"
"Aug 9, 2023","6,868.81","6,901.06","6,863.08","6,875.11","6,875.11","218,491,200"
"Aug 8, 2023","6,886.51","6,915.05","6,861.63","6,868.81","6,868.81","170,357,400"
"Aug 7, 2023","6,852.84","6,904.36","6,852.84","6,886.37","6,886.37","134,540,800"
"Aug 4, 2023","6,898.22","6,925.01","6,850.90","6,852.84","6,852.84","118,791,000"
"Aug 3, 2023","6,854.51","6,924.05","6,839.74","6,898.08","6,898.08","163,613,400"
"Aug 2, 2023","6,886.50","6,886.50","6,833.98","6,854.51","6,854.51","183,858,400"
"Aug 1, 2023","6,931.08","6,934.39","6,880.47","6,886.50","6,886.50","196,062,700"
"Jul 31, 2023","6,900.23","6,931.36","6,895.07","6,931.36","6,931.36","171,457,600"
"Jul 28, 2023","6,896.81","6,904.10","6,857.37","6,900.23","6,900.23","146,686,100"
"Jul 27, 2023","6,948.28","6,966.17","6,896.66","6,896.66","6,896.66","158,624,100"
"Jul 26, 2023","6,917.71","6,955.98","6,917.41","6,948.28","6,948.28","149,683,800"
"Jul 25, 2023","6,897.98","6,944.62","6,897.98","6,917.71","6,917.71","150,504,400"
"Jul 24, 2023","6,880.80","6,929.68","6,877.95","6,899.40","6,899.40","150,084,400"
"Jul 21, 2023","6,864.19","6,880.80","6,837.65","6,880.80","6,880.80","131,640,100"
"Jul 20, 2023","6,830.06","6,874.89","6,828.00","6,864.19","6,864.19","142,032,500"
"Jul 18, 2023","6,867.14","6,902.14","6,798.43","6,830.20","6,830.20","150,363,000"
"Jul 17, 2023","6,869.71","6,931.27","6,867.14","6,867.14","6,867.14","176,805,700"
"Jul 14, 2023","6,810.21","6,874.78","6,810.21","6,869.57","6,869.57","160,702,800"
"Jul 13, 2023","6,808.35","6,835.74","6,783.74","6,810.21","6,810.21","171,443,900"
"Jul 12, 2023","6,796.92","6,820.18","6,785.86","6,808.21","6,808.21","161,722,800"
"Jul 11, 2023","6,731.18","6,796.92","6,730.63","6,796.92","6,796.92","160,428,000"
"Jul 10, 2023","6,716.46","6,763.55","6,716.46","6,731.04","6,731.04","123,617,000"
"Jul 7, 2023","6,757.05","6,757.05","6,711.22","6,716.46","6,716.46","158,332,900"
"Jul 6, 2023","6,718.26","6,766.27","6,712.07","6,757.33","6,757.33","179,543,000"
"Jul 5, 2023","6,681.75","6,719.06","6,676.93","6,718.98","6,718.98","148,911,000"
"Jul 4, 2023","6,696.86","6,713.99","6,672.77","6,681.75","6,681.75","146,273,000"
"Jul 3, 2023","6,661.74","6,696.72","6,660.82","6,696.72","6,696.72","125,551,000"
"Jun 27, 2023","6,664.67","6,679.63","6,652.90","6,661.88","6,661.88","142,328,900"
"Jun 26, 2023","6,639.73","6,674.06","6,622.18","6,664.67","6,664.67","126,037,100"
"Jun 23, 2023","6,652.26","6,665.66","6,635.48","6,639.73","6,639.73","113,447,100"
"Jun 22, 2023","6,702.77","6,717.98","6,652.26","6,652.26","6,652.26","168,533,600"
"Jun 21, 2023","6,660.46","6,702.63","6,635.67","6,702.63","6,702.63","120,273,100"
"Jun 20, 2023","6,686.06","6,692.44","6,626.15","6,660.46","6,660.46","118,276,600"
"Jun 19, 2023","6,698.55","6,705.04","6,669.05","6,686.06","6,686.06","161,424,500"
"Jun 16, 2023","6,713.52","6,726.46","6,669.34","6,698.55","6,698.55","172,061,800"
"Jun 15, 2023","6,699.72","6,717.46","6,660.91","6,713.79","6,713.79","151,187,300"
"Jun 14, 2023","6,718.87","6,744.64","6,672.86","6,699.72","6,699.72","178,279,800"
"Jun 13, 2023","6,722.37","6,744.04","6,697.07","6,719.01","6,719.01","176,568,000"
"Jun 12, 2023","6,694.58","6,722.37","6,670.52","6,722.37","6,722.37","158,712,000"
"Jun 9, 2023","6,666.05","6,703.82","6,648.96","6,694.02","6,694.02","182,769,600"
"Jun 8, 2023","6,619.75","6,666.33","6,598.42","6,666.33","6,666.33","168,616,600"
"Jun 7, 2023","6,619.06","6,638.58","6,578.76","6,619.75","6,619.75","162,881,000"
"Jun 6, 2023","6,633.44","6,677.57","6,602.00","6,618.92","6,618.92","231,838,500"
"Jun 5, 2023","6,633.26","6,663.71","6,598.51","6,633.44","6,633.44","152,714,500"
"May 31, 2023","6,636.42","6,657.65","6,562.96","6,633.26","6,633.26","615,071,900"
"May 30, 2023","6,681.10","6,700.24","6,636.42","6,636.42","6,636.42","173,775,000"
"May 29, 2023","6,687.28","6,708.37","6,617.24","6,681.10","6,681.10","164,801,800"
"May 26, 2023","6,704.23","6,727.29","6,669.24","6,687.00","6,687.00","181,504,900"
"May 25, 2023","6,745.80","6,749.71","6,702.53","6,704.23","6,704.23","156,986,800"
"May 24, 2023","6,736.68","6,755.88","6,713.89","6,745.80","6,745.80","137,679,300"
"May 23, 2023","6,729.65","6,772.65","6,727.07","6,736.68","6,736.68","162,216,500"
"May 22, 2023","6,700.56","6,757.62","6,675.88","6,729.65","6,729.65","167,491,100"
"May 19, 2023","6,663.11","6,715.03","6,662.75","6,700.56","6,700.56","161,565,100"
"May 17, 2023","6,676.42","6,706.60","6,661.47","6,663.11","6,663.11","180,449,300"
"May 16, 2023","6,711.74","6,729.07","6,659.07","6,676.56","6,676.56","156,372,400"
"May 15, 2023","6,708.46","6,729.30","6,656.65","6,711.74","6,711.74","142,578,400"
"May 12, 2023","6,755.94","6,755.94","6,704.57","6,707.76","6,707.76","173,779,500"
"May 11, 2023","6,811.90","6,814.12","6,717.42","6,755.94","6,755.94","162,906,200"
"May 10, 2023","6,780.40","6,820.12","6,775.19","6,811.90","6,811.90","181,480,200"
"May 9, 2023","6,769.63","6,793.77","6,742.18","6,779.98","6,779.98","172,097,200"
"May 8, 2023","6,787.49","6,798.32","6,756.66","6,769.63","6,769.63","179,625,500"
"May 5, 2023","6,844.03","6,851.59","6,733.78","6,787.63","6,787.63","148,189,400"
"May 4, 2023","6,812.72","6,846.12","6,780.09","6,844.03","6,844.03","137,517,900"
"May 3, 2023","6,863.30","6,865.61","6,776.90","6,812.72","6,812.72","121,306,900"
"May 2, 2023","6,915.72","6,920.34","6,814.34","6,863.30","6,863.30","136,480,100"
"Apr 28, 2023","6,945.48","6,958.67","6,897.71","6,915.72","6,915.72","130,620,700"
"Apr 27, 2023","6,910.85","6,971.91","6,877.65","6,945.48","6,945.48","161,595,900"
"Apr 26, 2023","6,821.81","6,910.15","6,821.60","6,910.15","6,910.15","120,164,300"
"Apr 18, 2023","6,787.58","6,839.76","6,784.17","6,821.81","6,821.81","103,660,800"
"Apr 17, 2023","6,818.71","6,829.51","6,765.14","6,787.58","6,787.58","94,860,100"
"Apr 14, 2023","6,785.88","6,838.07","6,785.70","6,818.57","6,818.57","137,035,000"
"Apr 13, 2023","6,798.54","6,816.88","6,764.66","6,785.60","6,785.60","161,495,800"
"Apr 12, 2023","6,811.46","6,833.74","6,775.28","6,798.96","6,798.96","151,427,200"
"Apr 11, 2023","6,771.23","6,811.31","6,738.77","6,811.31","6,811.31","161,404,500"
"Apr 10, 2023","6,792.77","6,799.49","6,735.19","6,771.23","6,771.23","129,368,500"
"Apr 6, 2023","6,819.67","6,832.73","6,786.29","6,792.77","6,792.77","172,852,900"
"Apr 5, 2023","6,833.18","6,867.34","6,816.43","6,819.67","6,819.67","123,965,500"
"Apr 4, 2023","6,827.03","6,859.69","6,781.52","6,833.18","6,833.18","131,576,400"
"Apr 3, 2023","6,805.28","6,849.36","6,805.13","6,827.17","6,827.17","127,453,100"
"Mar 31, 2023","6,809.09","6,831.55","6,789.61","6,805.28","6,805.28","139,015,200"
"Mar 30, 2023","6,839.44","6,868.63","6,803.09","6,808.95","6,808.95","140,466,800"
"Mar 29, 2023","6,760.33","6,851.51","6,760.33","6,839.44","6,839.44","143,324,900"
"Mar 28, 2023","6,708.93","6,764.65","6,708.93","6,760.33","6,760.33","126,113,300"
"Mar 27, 2023","6,762.25","6,772.60","6,704.75","6,708.93","6,708.93","135,182,600"
"Mar 24, 2023","6,694.02","6,776.90","6,692.17","6,762.25","6,762.25","146,575,100"
"Mar 21, 2023","6,612.49","6,691.61","6,609.22","6,691.61","6,691.61","145,475,100"
"Mar 20, 2023","6,678.24","6,678.24","6,587.69","6,612.49","6,612.49","128,905,000"
"Mar 17, 2023","6,565.73","6,683.09","6,565.73","6,678.24","6,678.24","455,755,600"
"Mar 16, 2023","6,628.14","6,630.77","6,542.79","6,565.73","6,565.73","154,420,700"
"Mar 15, 2023","6,641.81","6,709.86","6,628.14","6,628.14","6,628.14","139,210,500"
"Mar 14, 2023","6,786.67","6,786.67","6,635.38","6,641.81","6,641.81","166,605,500"
"Mar 13, 2023","6,765.02","6,812.87","6,727.44","6,786.96","6,786.96","141,798,000"
"Mar 10, 2023","6,799.79","6,799.79","6,741.41","6,765.30","6,765.30","131,746,200"
"Mar 9, 2023","6,776.37","6,824.66","6,776.37","6,799.79","6,799.79","113,187,000"
"Mar 8, 2023","6,766.76","6,776.37","6,728.19","6,776.37","6,776.37","144,130,900"
"Mar 7, 2023","6,806.86","6,812.96","6,758.00","6,766.76","6,766.76","140,398,600"
"Mar 6, 2023","6,813.92","6,856.57","6,801.19","6,807.00","6,807.00","137,055,800"
"Mar 3, 2023","6,857.42","6,884.12","6,804.48","6,813.64","6,813.64","118,736,600"
"Mar 2, 2023","6,845.08","6,875.10","6,841.86","6,857.42","6,857.42","136,086,000"
"Mar 1, 2023","6,843.10","6,889.51","6,833.19","6,844.94","6,844.94","146,293,200"
"Feb 28, 2023","6,854.78","6,890.35","6,843.24","6,843.24","6,843.24","167,931,100"
"Feb 27, 2023","6,856.58","6,871.11","6,819.87","6,854.78","6,854.78","127,631,500"
"Feb 24, 2023","6,839.45","6,880.31","6,839.45","6,856.58","6,856.58","130,300,200"
"Feb 23, 2023","6,810.11","6,839.45","6,807.00","6,839.45","6,839.45","124,488,600"
"Feb 22, 2023","6,873.26","6,875.39","6,781.23","6,809.97","6,809.97","149,215,500"
"Feb 21, 2023","6,894.72","6,923.67","6,870.91","6,873.40","6,873.40","144,215,700"
"Feb 20, 2023","6,895.86","6,910.50","6,863.67","6,894.72","6,894.72","175,859,700"
"Feb 17, 2023","6,895.66","6,919.09","6,868.28","6,895.71","6,895.71","180,098,400"
"Feb 16, 2023","6,914.54","6,933.28","6,875.30","6,895.66","6,895.66","173,648,600"
"Feb 15, 2023","6,941.85","6,946.03","6,872.87","6,914.54","6,914.54","148,477,900"
"Feb 14, 2023","6,900.14","6,941.85","6,900.14","6,941.85","6,941.85","162,808,100"
"Feb 13, 2023","6,880.33","6,915.14","6,871.88","6,900.14","6,900.14","213,914,100"
"Feb 10, 2023","6,895.24","6,895.24","6,803.42","6,880.33","6,880.33","140,803,700"
"Feb 9, 2023","6,940.12","6,961.15","6,896.04","6,897.37","6,897.37","176,681,300"
"Feb 8, 2023","6,935.30","6,961.92","6,912.11","6,940.12","6,940.12","172,668,200"
"Feb 7, 2023","6,873.79","6,946.23","6,873.79","6,935.30","6,935.30","173,101,600"
"Feb 6, 2023","6,911.73","6,924.88","6,835.76","6,873.79","6,873.79","143,480,000"
"Feb 3, 2023","6,890.71","6,951.97","6,890.71","6,911.73","6,911.73","202,858,400"
"Feb 2, 2023","6,862.26","6,896.73","6,855.37","6,890.57","6,890.57","189,189,500"
"Feb 1, 2023","6,838.92","6,893.18","6,838.92","6,862.26","6,862.26","145,899,200"
"Jan 31, 2023","6,872.52","6,880.96","6,827.24","6,839.34","6,839.34","151,785,000"
"Jan 30, 2023","6,899.02","6,925.47","6,834.08","6,872.48","6,872.48","134,698,100"
"Jan 27, 2023","6,864.82","6,932.71","6,864.82","6,898.98","6,898.98","149,187,500"
"Jan 26, 2023","6,829.97","6,874.87","6,815.79","6,864.82","6,864.82","171,067,600"
"Jan 25, 2023","6,860.85","6,871.36","6,821.28","6,829.93","6,829.93","187,905,300"
"Jan 24, 2023","6,874.93","6,906.79","6,841.01","6,860.85","6,860.85","196,805,400"
"Jan 20, 2023","6,819.91","6,874.93","6,819.53","6,874.93","6,874.93","173,846,000"
"Jan 19, 2023","6,765.75","6,820.98","6,754.55","6,819.91","6,819.91","154,234,600"
"Jan 18, 2023","6,767.18","6,790.16","6,721.46","6,765.79","6,765.79","194,959,200"
"Jan 17, 2023","6,688.06","6,801.87","6,688.06","6,767.34","6,767.34","217,634,400"
"Jan 16, 2023","6,641.83","6,688.06","6,627.70","6,688.06","6,688.06","154,893,500"
"Jan 13, 2023","6,629.93","6,658.48","6,600.59","6,641.83","6,641.83","165,594,900"
"Jan 12, 2023","6,584.49","6,662.23","6,574.09","6,629.93","6,629.93","148,901,900"
"Jan 11, 2023","6,622.54","6,622.79","6,557.92","6,584.45","6,584.45","124,903,900"
"Jan 10, 2023","6,688.27","6,690.23","6,570.24","6,622.50","6,622.50","144,817,300"
"Jan 9, 2023","6,684.56","6,726.97","6,638.65","6,688.27","6,688.27","135,949,700"
"Jan 6, 2023","6,653.76","6,708.64","6,598.65","6,684.56","6,684.56","109,855,600"
"Jan 5, 2023","6,813.28","6,813.42","6,621.99","6,653.84","6,653.84","180,589,300"
"Jan 4, 2023","6,888.80","6,900.60","6,813.24","6,813.24","6,813.24","142,541,400"
"Jan 3, 2023","6,850.98","6,908.00","6,838.57","6,888.76","6,888.76","156,894,900"
"Jan 2, 2023","6,850.74","6,856.89","6,823.48","6,850.98","6,850.98","109,645,000"
"Dec 30, 2022","6,860.12","6,888.74","6,838.59","6,850.62","6,850.62","129,302,000"
"Dec 29, 2022","6,850.52","6,879.58","6,786.98","6,860.08","6,860.08","141,016,100"
"Dec 28, 2022","6,923.07","6,953.04","6,828.14","6,850.52","6,850.52","120,571,100"
"Dec 27, 2022","6,835.85","6,933.89","6,835.66","6,923.03","6,923.03","121,669,200"
"Dec 26, 2022","6,800.71","6,858.15","6,796.17","6,835.81","6,835.81","117,543,200"
"Dec 23, 2022","6,824.39","6,824.39","6,784.59","6,800.67","6,800.67","120,430,300"
"Dec 22, 2022","6,820.70","6,844.12","6,800.62","6,824.43","6,824.43","129,012,900"
"Dec 21, 2022","6,768.32","6,820.66","6,763.70","6,820.66","6,820.66","139,079,800"
"Dec 20, 2022","6,779.70","6,792.20","6,715.04","6,768.32","6,768.32","151,817,000"
"Dec 19, 2022","6,812.15","6,827.81","6,754.09","6,779.70","6,779.70","127,896,600"
"Dec 16, 2022","6,751.86","6,812.19","6,693.77","6,812.19","6,812.19","156,126,900"
"Dec 15, 2022","6,801.79","6,801.84","6,740.96","6,751.86","6,751.86","145,093,400"
"Dec 14, 2022","6,810.36","6,854.10","6,774.13","6,801.75","6,801.75","215,430,000"
"Dec 13, 2022","6,734.49","6,826.12","6,714.87","6,810.32","6,810.32","396,136,700"
"Dec 12, 2022","6,715.12","6,734.45","6,641.81","6,734.45","6,734.45","134,471,100"
"Dec 9, 2022","6,804.23","6,804.23","6,695.38","6,715.12","6,715.12","127,123,900"
"Dec 8, 2022","6,818.79","6,821.05","6,683.63","6,804.23","6,804.23","162,316,700"
"Dec 7, 2022","6,892.57","6,892.66","6,799.30","6,818.75","6,818.75","158,724,300"
"Dec 6, 2022","6,987.37","6,987.37","6,862.56","6,892.57","6,892.57","149,697,900"
"Dec 5, 2022","7,019.64","7,053.90","6,987.33","6,987.33","6,987.33","165,306,000"
"Dec 2, 2022","7,020.80","7,021.81","6,967.95","7,019.64","7,019.64","139,459,800"
"Dec 1, 2022","7,081.19","7,090.28","7,018.27","7,020.80","7,020.80","167,994,300"
"Nov 30, 2022","7,012.11","7,081.31","6,993.70","7,081.31","7,081.31","273,493,300"
"Nov 29, 2022","7,017.32","7,036.54","6,990.90","7,012.07","7,012.07","164,098,100"
"Nov 28, 2022","7,053.11","7,083.38","7,011.45","7,017.36","7,017.36","187,211,500"
"Nov 25, 2022","7,080.55","7,086.56","7,013.22","7,053.15","7,053.15","158,716,200"
"Nov 24, 2022","7,054.16","7,104.89","7,054.16","7,080.52","7,080.52","159,926,700"
"Nov 23, 2022","7,030.63","7,089.69","7,026.39","7,054.12","7,054.12","157,476,700"
"Nov 22, 2022","7,063.25","7,108.83","7,030.59","7,030.59","7,030.59","177,602,200"
"Nov 21, 2022","7,082.18","7,107.32","7,050.44","7,063.25","7,063.25","162,801,100"
"Nov 18, 2022","7,045.03","7,094.10","7,027.75","7,082.18","7,082.18","167,164,400"
"Nov 17, 2022","7,014.38","7,051.27","6,965.76","7,044.99","7,044.99","156,588,900"
"Nov 16, 2022","7,035.50","7,047.00","6,955.53","7,014.38","7,014.38","165,129,900"
"Nov 15, 2022","7,019.39","7,048.39","6,999.24","7,035.50","7,035.50","167,825,000"
"Nov 14, 2022","7,089.21","7,104.76","7,014.30","7,019.39","7,019.39","174,641,100"
"Nov 11, 2022","6,967.00","7,106.06","6,967.00","7,089.21","7,089.21","226,055,800"
"Nov 10, 2022","7,070.08","7,070.08","6,956.29","6,966.84","6,966.84","188,518,000"
"Nov 9, 2022","7,050.09","7,073.55","7,037.31","7,070.08","7,070.08","187,445,600"
"Nov 8, 2022","7,102.44","7,111.44","7,039.25","7,050.13","7,050.13","193,397,800"
"Nov 7, 2022","7,045.53","7,102.40","7,011.56","7,102.40","7,102.40","194,075,900"
"Nov 4, 2022","7,034.57","7,045.53","6,973.32","7,045.53","7,045.53","180,561,000"
"Nov 3, 2022","7,015.69","7,050.38","6,962.85","7,034.57","7,034.57","176,601,600"
"Nov 2, 2022","7,052.30","7,074.23","6,976.87","7,015.69","7,015.69","165,214,300"
"Nov 1, 2022","7,098.93","7,128.14","7,018.55","7,052.30","7,052.30","193,069,500"
"Oct 31, 2022","7,056.04","7,113.11","7,051.43","7,098.89","7,098.89","192,397,100"
"Oct 28, 2022","7,091.76","7,100.81","7,016.70","7,056.04","7,056.04","186,703,600"
"Oct 27, 2022","7,043.98","7,104.85","7,043.98","7,091.76","7,091.76","188,078,500"
"Oct 26, 2022","7,048.42","7,081.88","7,017.94","7,043.94","7,043.94","187,797,900"
"Oct 25, 2022","7,053.08","7,108.82","7,032.54","7,048.38","7,048.38","223,456,200"
"Oct 24, 2022","7,017.81","7,092.17","7,017.46","7,053.04","7,053.04","203,913,800"
"Oct 21, 2022","6,980.69","7,058.91","6,974.96","7,017.77","7,017.77","181,511,700"
"Oct 20, 2022","6,860.42","6,986.21","6,847.07","6,980.65","6,980.65","225,664,700"
"Oct 19, 2022","6,834.49","6,883.92","6,806.11","6,860.42","6,860.42","165,404,100"
"Oct 18, 2022","6,831.15","6,891.98","6,809.98","6,834.49","6,834.49","204,836,800"
"Oct 17, 2022","6,814.53","6,836.98","6,747.38","6,831.12","6,831.12","217,793,900"
"Oct 14, 2022","6,880.67","6,943.85","6,814.53","6,814.53","6,814.53","188,093,100"
"Oct 13, 2022","6,909.21","6,933.71","6,880.63","6,880.63","6,880.63","175,237,300"
"Oct 12, 2022","6,939.15","6,990.59","6,870.28","6,909.21","6,909.21","225,826,800"
"Oct 11, 2022","6,994.40","7,001.97","6,937.81","6,939.15","6,939.15","237,406,700"
"Oct 10, 2022","7,026.66","7,026.66","6,947.72","6,994.40","6,994.40","220,135,300"
"Oct 7, 2022","7,076.62","7,081.02","7,008.14","7,026.78","7,026.78","226,928,900"
"Oct 6, 2022","7,075.38","7,135.91","7,066.47","7,076.62","7,076.62","177,554,400"
"Oct 5, 2022","7,072.29","7,131.88","7,070.21","7,075.38","7,075.38","219,700,600"
"Oct 4, 2022","7,009.84","7,101.47","7,009.84","7,072.26","7,072.26","216,377,800"
"Oct 3, 2022","7,040.80","7,047.62","6,995.06","7,009.72","7,009.72","179,996,500"
"Sep 30, 2022","7,036.20","7,056.17","6,926.86","7,040.80","7,040.80","208,540,900"
"Sep 29, 2022","7,077.11","7,135.50","7,023.21","7,036.20","7,036.20","214,141,900"
"Sep 28, 2022","7,112.41","7,156.98","7,073.47","7,077.03","7,077.03","193,422,200"
"Sep 27, 2022","7,127.50","7,133.41","7,075.65","7,112.45","7,112.45","227,195,500"
"Sep 26, 2022","7,178.50","7,178.50","7,039.24","7,127.50","7,127.50","193,399,700"
"Sep 23, 2022","7,219.03","7,219.03","7,172.53","7,178.58","7,178.58","205,509,000"
"Sep 22, 2022","7,188.19","7,225.55","7,127.46","7,218.91","7,218.91","282,626,800"
"Sep 21, 2022","7,196.87","7,204.90","7,134.79","7,188.31","7,188.31","246,224,300"
"Sep 20, 2022","7,195.57","7,252.19","7,186.25","7,196.95","7,196.95","279,749,000"
"Sep 19, 2022","7,168.95","7,231.42","7,151.62","7,195.49","7,195.49","252,816,300"
"Sep 16, 2022","7,305.60","7,306.16","7,163.07","7,168.87","7,168.87","351,796,400"
"Sep 15, 2022","7,278.20","7,377.50","7,278.20","7,305.60","7,305.60","274,253,400"
"Sep 14, 2022","7,317.90","7,317.90","7,219.32","7,278.08","7,278.08","250,200,100"
